StudyInstanceUID,group,fold
1.2.826.0.1.3680043.8.498.50969691234820675847736765735133138324,56807ed10a6f2a0488678de71c8c33bc,2
1.2.826.0.1.3680043.8.498.50980137249034338585131194965993785201,6620398bd613234441312758d12fde9b,4
1.2.826.0.1.3680043.8.498.51006813205605862503064447831381009425,4c421a278a1f6c8278ca6ad07aeb90e3,4
1.2.826.0.1.3680043.8.498.51054592064718900209123281525185013961,3a9526be9236f61e328e2f9b3b968a49,1
1.2.826.0.1.3680043.8.498.51059575642903646008860869691477305022,f82441c599ee2d0a716b846968a5a383,1
1.2.826.0.1.3680043.8.498.51126807380879212261057967703844943102,abb358d67482f33d4adb5df94d4f8576,1
1.2.826.0.1.3680043.8.498.51143994849141407980459861759302509053,76529d7b43f91b239679434cbf764aaa,0
1.2.826.0.1.3680043.8.498.51179760508587500025973916664101120069,8ee732b093a58b7f0c37a289217bf05e,0
1.2.826.0.1.3680043.8.498.51215847567976999838748705030071176367,3d5a690f4307849108bd8eec91c09647,3
1.2.826.0.1.3680043.8.498.51297777726540529860433097009654453742,3e944cc9b993bb21de11ad8fdc2291db,2
1.2.826.0.1.3680043.8.498.51351386796317851725461803790273870995,193548cd18d7ad70af14531f19fbfacc,3
1.2.826.0.1.3680043.8.498.51379389400506715529323532959275254794,489b3cc1a2c5aa6b6386b9ba47dc140b,4
1.2.826.0.1.3680043.8.498.51426696939581135481763379246368970360,45a7bf1d8c151233a82637a35050604c,1
1.2.826.0.1.3680043.8.498.51427159850769972151411336025891779423,a54fb822e2821bf76743d0d89fc95bb1,4
1.2.826.0.1.3680043.8.498.51429653138043597611341459799295143598,a37387865d4e19720812cbc56c35b477,1
1.2.826.0.1.3680043.8.498.51469564445249084310991187819410005207,22c2d6a7f7357a777ecf1163408fc60c,2
1.2.826.0.1.3680043.8.498.51509214978951980397275258374070843967,ed82f4da2ba96f820bdd6a7dc58d13ec,2
1.2.826.0.1.3680043.8.498.51536234256866063100891626028999490545,b6eb2a53c45eb4700aefd50bca3ba817,2
1.2.826.0.1.3680043.8.498.51581188134109925758379838961317006116,af3ca67a72db03f79f380878008e162c,0
1.2.826.0.1.3680043.8.498.51676679394093588751371807453793655464,6525d06fff56d7f49eea06ad27c4396e,3
1.2.826.0.1.3680043.8.498.51684117251092766010524179062007524257,cf03a716c6d7caf2906670247e96bd36,1
1.2.826.0.1.3680043.8.498.51752963441899958127321113249182970131,6ab4536f004d8ea0caf7bea5ff75198d,2
1.2.826.0.1.3680043.8.498.51768733026033198941231586462443503827,79e60d9312413e5e9195d29faa2860f8,0
1.2.826.0.1.3680043.8.498.51770131897828080663537020812721042704,a77741cd37d4ad708da505c129b2cf77,2
1.2.826.0.1.3680043.8.498.51782185934115000642557689300687723099,70a1655b95a7b642c6318bee0e222ff4,4
1.2.826.0.1.3680043.8.498.51809092313496476873962641559638828608,c0a6bb695da67bb5840b147cd2061a70,4
1.2.826.0.1.3680043.8.498.51813125531970590883098432751115674643,cfd6f5e97f09b6875b3f136a7edd246a,0
1.2.826.0.1.3680043.8.498.51828180600648126726057100018010765613,2b35fdc32ef3c5502a903eb35f7f6c45,2
1.2.826.0.1.3680043.8.498.51831304809871808790657397599860793132,5632399d9710b57d782dd99c69103224,0
1.2.826.0.1.3680043.8.498.51837740845904075589194479205218060915,b3f4cab3e5aaae6e87c1e2de35e1cf87,2
1.2.826.0.1.3680043.8.498.51867133375333949773527521703402111601,b5ce110500e3e404bbc3ad81ab3693f4,4
1.2.826.0.1.3680043.8.498.51886877282987244004912794726043055730,2c93f1d8245e8bebb6a9e2d6e9771fac,3
1.2.826.0.1.3680043.8.498.51910852739185117358682097116614556910,0499156ed6706346667639f93e7bd87f,3
1.2.826.0.1.3680043.8.498.51917043703891091519740084517167861965,d2b7cba5e97472469fc43f4e585c39be,3
1.2.826.0.1.3680043.8.498.51970198810758997428998886534742243215,692ccde43e5f966c5579f01f9d763587,2
1.2.826.0.1.3680043.8.498.51981019698056120061499970572334688555,72205400faf9c7e6cb92bb80a2cd5c04,3
1.2.826.0.1.3680043.8.498.51985313438970133264846259111827877590,48398dae147c47b8adffec66c9e27315,1
1.2.826.0.1.3680043.8.498.52010165788889734743850946282043771445,878beda9f132213378a12df74e6ad1bb,4
1.2.826.0.1.3680043.8.498.52010826440192227660457107121818389761,6f32d6dcf74fefb0d9bfc0aa248b576f,0
1.2.826.0.1.3680043.8.498.52046170319252016846878355722404423329,21b1b7641a0a0228a0b13a56eca1f361,1
1.2.826.0.1.3680043.8.498.52059522418267239652374290810994711032,7faa30e7eb23efd34f308f66ef0a3178,1
1.2.826.0.1.3680043.8.498.52067134682915759489080529708019359378,0df44a60694cd7662cfec5e3a6635bb1,3
1.2.826.0.1.3680043.8.498.52098249444968803324423421624756966294,c31a3c2f3e1866a3fa6e0a46c883a5a0,2
1.2.826.0.1.3680043.8.498.52110163572817528199125320120779141456,c09380ec42eacecf07581f21a56776ee,1
1.2.826.0.1.3680043.8.498.52132258638267172087240021957310219977,1ac248f2a22674195b64c502e08fb3fb,2
1.2.826.0.1.3680043.8.498.52138967568492774495485454357106269286,95ab92430fa6b3dbcca01281f2426f20,1
1.2.826.0.1.3680043.8.498.52140911874747534807033188343849537207,36929241e3c5b819e44cf9d80617fb69,0
1.2.826.0.1.3680043.8.498.52204390785696944340286127542242341202,5c011fefd4e4b77fe09c12ce2e6ab9dd,1
1.2.826.0.1.3680043.8.498.52330656126848153803758928167944040055,9dfc42288516770e00c63dc83a587305,3
1.2.826.0.1.3680043.8.498.52347547859131274836026480407333415929,256d80eeeb03d45f4132770890a18a21,1
1.2.826.0.1.3680043.8.498.52390908285903728334239836699232920065,a5b0920d3304ac4dd8751932a2950fb5,4
1.2.826.0.1.3680043.8.498.52409113683924904563676007800283978062,e2118d7c93252058bcef74fd37da392d,1
1.2.826.0.1.3680043.8.498.52435631723314823200374985065756182593,0828f827381866311f0d11a04f7def35,1
1.2.826.0.1.3680043.8.498.52437948508356178175558637950043479411,f3b5f250409d2c8130da87463533e100,2
1.2.826.0.1.3680043.8.498.52456272643822591755257802747431239152,e3a1ca292f06a90bec86ac641947afe6,1
1.2.826.0.1.3680043.8.498.52475562989926669452280424331791927661,5f9c78c758db4d5002fde4b5ccfc5094,0
1.2.826.0.1.3680043.8.498.52499379042723926379822784411787551701,d7443459346659bcecbc81ee8fa0ac21,2
1.2.826.0.1.3680043.8.498.52520288400853832269613213204540385687,723177aed8b55e4643ef75706eb295ec,2
1.2.826.0.1.3680043.8.498.52558822670236188507569589448789513993,3c8328cddc19c8dc9ffe6639f92b02bd,4
1.2.826.0.1.3680043.8.498.52599302991259061057950834864441634066,151e60b634d71fb6f66ad1b4c792cb25,3
1.2.826.0.1.3680043.8.498.52636981391578580436180193211113340410,1ed680e6b883561c1d05622966c4486f,1
1.2.826.0.1.3680043.8.498.52639459702574533721011212286428487650,0616dff8184b3c20374d5cab64ddbf6d,1
1.2.826.0.1.3680043.8.498.52745530063404662086111315503240395535,630099fe8535fe7d9a9a4b818939fdb4,3
1.2.826.0.1.3680043.8.498.52785983814702054185130109942936184688,353f2482e1366d349a1085c412aad0b1,2
1.2.826.0.1.3680043.8.498.52844966504845792334740560021996858939,a7e0a5eb9e6051a7a10d1926c396ad15,0
1.2.826.0.1.3680043.8.498.52846023545870016653608198538437574931,3aa456cd8e89923a9e6936538ab09d55,3
1.2.826.0.1.3680043.8.498.52846236545327527967419125989598675101,6aa7d72e867f16ee904d316eb0818d92,4
1.2.826.0.1.3680043.8.498.52849154011665864497632297320961015159,4747bd1c3b658dc13b9f159d46f0ccb7,2
1.2.826.0.1.3680043.8.498.52937412433120578046842194545406797236,e5667b56e8f5242dd534a5e6cbbf13bd,2
1.2.826.0.1.3680043.8.498.52985748674486376309978868177895755694,5bc8463c8c4e7705718dc393b4df59a8,2
1.2.826.0.1.3680043.8.498.53025489296610571044246428509154950855,ac2c415986a3818be7dcc71732e77df1,3
1.2.826.0.1.3680043.8.498.53076472372145933727990308381815269368,ed85a7933e58ac41531034a1ed23b64e,1
1.2.826.0.1.3680043.8.498.53078461307849490495536549806091931824,033adec9de8e00a594a5815ad3cc5ad6,4
1.2.826.0.1.3680043.8.498.53080172184945962593713560671746700445,b988805317127797fd121446bce3ce28,0
1.2.826.0.1.3680043.8.498.53094450151502907325041400000717725711,e3fce9d67d8d5ca4c41365234120366a,0
1.2.826.0.1.3680043.8.498.53114802640679819441521055029024037716,72b3ed64468a41f89435988cf0f9028e,2
1.2.826.0.1.3680043.8.498.53131430415327479511358970615140982847,f96c6fa16306c36abb252f8502b9b4df,0
1.2.826.0.1.3680043.8.498.53137953094305471774552883960361922832,0152e32d7c40ee4580139e675da6bbf4,1
1.2.826.0.1.3680043.8.498.53156118232564605912649705207438612782,b50c5d0990b75bcfa01075a04543d956,1
1.2.826.0.1.3680043.8.498.53173579822475854424126184867040523127,b807a4076eed2bff366a7dd6785466ac,1
1.2.826.0.1.3680043.8.498.53174810138171412044410050984734412146,057b8460442094e4c3c1820018831fe9,0
1.2.826.0.1.3680043.8.498.53221818460567216467597044606040911702,b942e3fef1bfde2989d6b68d205f99ea,4
1.2.826.0.1.3680043.8.498.53262958748075737242820629127001253146,af3f0d37899617ed081e683632db405c,3
1.2.826.0.1.3680043.8.498.53271710112621372496324855809391580130,5050563749971fc61bf484bee305c104,3
1.2.826.0.1.3680043.8.498.53331626867618182966740022261110760133,df9b82f872cac0e0660bc19058639815,4
1.2.826.0.1.3680043.8.498.53337684515627962545396495541158882262,a25c4dd210072c2d8800631f16b5382b,4
1.2.826.0.1.3680043.8.498.53343379040681745197301575417064236501,ca4fadebea890cac564b6b1dac16ebc9,0
1.2.826.0.1.3680043.8.498.53355961816756477601843499985089590263,7124beb54ab526c59baa9f949c048860,1
1.2.826.0.1.3680043.8.498.53361558447470435467999344560545063264,33d4a7d6659f0fe1ad1a418b0f3cb004,1
1.2.826.0.1.3680043.8.498.53370670740736715669115043403494610200,19efc3111a4168f8b8f148c158b1bc8f,2
1.2.826.0.1.3680043.8.498.53393741562201846141435914434030220216,bdc9fd5f2878204815ffd237429d697b,2
1.2.826.0.1.3680043.8.498.53408696789721413873026963095773050643,07b537b7f309057c7cbf84a5d3cf40e1,4
1.2.826.0.1.3680043.8.498.53490080963614272234072703760363052476,77c0ad32d0ef55f019b5cb3074eaf948,1
1.2.826.0.1.3680043.8.498.53528011450161116437223332448942321596,76e6f414b12e8611b76a6f59224e1078,1
1.2.826.0.1.3680043.8.498.53579416035647672067965892020505016454,3f95f3911f98947d91abd7ff28873fa2,3
1.2.826.0.1.3680043.8.498.53587920256280027683523152568832253423,3a68f446111eee2be04c4e9cd6d1321d,3
1.2.826.0.1.3680043.8.498.53628897373416863107623485630264501760,e69e8b396199537e3f25f1532b97a2a2,1
1.2.826.0.1.3680043.8.498.53649895712172408476570770924813501118,7ad8506a4a62672387c0c2bfd0dd8ac1,0
1.2.826.0.1.3680043.8.498.53737349894831365159124471910871800583,a29d5f6f7668c5dd877c0ea5756989c1,2
1.2.826.0.1.3680043.8.498.53745429232602455103594227782517963027,05e83a0952fbbde1ddae8706f8c200f5,1
1.2.826.0.1.3680043.8.498.53792159922324410857755054939229546555,3cc8d3f66778032653dbfa889a0da5f7,2
1.2.826.0.1.3680043.8.498.53797236075631231042400235117445767744,1b73d8302895bab217b09b0148c687fd,3
1.2.826.0.1.3680043.8.498.53884715696186989798696544661396487883,434f6de77f43573c0a7f54c67f3462d5,1
1.2.826.0.1.3680043.8.498.53893586200869613140666806653041177558,b9c3c3b0d1a937519100e0afa85740af,2
1.2.826.0.1.3680043.8.498.53901077733518036755308692304268815965,951e689983e3e92f53b6bace2286025f,1
1.2.826.0.1.3680043.8.498.53963759852017695930808272438606800422,018d069a0ad1f356286952ed02a609f8,4
1.2.826.0.1.3680043.8.498.53968943793571323467397128102531786394,d0fbeec0c409e6fb14bba63d624cef6f,0
1.2.826.0.1.3680043.8.498.54000782656400326230944526201670909133,4227949e3555dedadbcafc220f1a0b54,3
1.2.826.0.1.3680043.8.498.54030363830629950591221870797594277092,fdac2ca9385d1268fc7a76c31f26919a,1
1.2.826.0.1.3680043.8.498.54049224487950229496345484554581532711,0327993e3dbc433b7ed2b19921e5e23a,2
1.2.826.0.1.3680043.8.498.54099199514076260519579096546600505763,0ff9a149af30490dc2c195404512e0cf,1
1.2.826.0.1.3680043.8.498.54100786607660749952814251186461344633,f9754265d46cd45a50962fafa8ee6155,2
1.2.826.0.1.3680043.8.498.54101830029742852876183926998159899424,655d4f7e5c0d6441bec7e449ebc51b96,4
1.2.826.0.1.3680043.8.498.54132814503202891434380002378663763655,2244b6d849f8f974be0a15112d3bdbe4,0
1.2.826.0.1.3680043.8.498.54138747504377266740838999528964336002,79da681a1a4cd8f7cdf910c7181ef3e5,0
1.2.826.0.1.3680043.8.498.54142170846176833568961426171739782214,4fcb19069d197b8a9bc70be794c50c39,2
1.2.826.0.1.3680043.8.498.54164004416963296439322252627774426375,52cf5cc17c7bf813c8ef8aae7fdf612f,4
1.2.826.0.1.3680043.8.498.54202117421897784469771192940597638508,ef123ab63d49337d9d608bdc8f74fbc4,4
1.2.826.0.1.3680043.8.498.54270039578867689669466339980682684126,acf04342abe0318bab4753f8cbcd2ebb,4
1.2.826.0.1.3680043.8.498.54280954106925918796002359856408530043,8d83ea1110ad2a6ff13f7dbacde364c0,4
1.2.826.0.1.3680043.8.498.54306467780023777062920737767581126383,3dd6203f934937046c54cb3d3d7983e6,2
1.2.826.0.1.3680043.8.498.54316764984549863227549326352573342232,6c8e51b211e7a3d00da2a3fd50494286,1
1.2.826.0.1.3680043.8.498.54336962625483046366337626878609850219,9de359fceb958379c5a2e589c79c5a60,0
1.2.826.0.1.3680043.8.498.54374735423703474541190464716308417985,68da9eb69116abb8204fd156b21e7956,1
1.2.826.0.1.3680043.8.498.54394066317295451515247748115888976860,09fb4502bcc5a6175e6fb2e2c843fb90,0
1.2.826.0.1.3680043.8.498.54427039222108917725902677899081931510,037ed66f05f12d65ee8eaae6b68f7f94,0
1.2.826.0.1.3680043.8.498.54448516923758211534546401490623824012,866ddf28c33375d21aa918274fc69c7c,2
1.2.826.0.1.3680043.8.498.54451515695681765924346479727204451807,723177aed8b55e4643ef75706eb295ec,2
1.2.826.0.1.3680043.8.498.54482848766921329667469114743547203929,3f7af81e9332f0fdbcce373766beba93,4
1.2.826.0.1.3680043.8.498.54483132338261866032495309977418409299,3f2454307ccba30dda2875ece984f3d7,3
1.2.826.0.1.3680043.8.498.54539703415639765348239790227512479583,dbed730f44deca8a4de42c14a65f387e,2
1.2.826.0.1.3680043.8.498.54589880111295324708950851057241927191,d9bde332a01e91d7076f74f0cf448741,4
1.2.826.0.1.3680043.8.498.54619696938940618755334224550745735815,f7a4b384c7dfbe2845c82b050360f9e0,2
1.2.826.0.1.3680043.8.498.54628782412849994943720963251113534589,a651f7bcfa4a08fe4c660d472a91beab,1
1.2.826.0.1.3680043.8.498.54662745951809363774369202018332309887,431b9e6990fde0ceb13f37aabd063e88,3
1.2.826.0.1.3680043.8.498.54669065204808162914386927559244866557,211b390f435faab021e8294190ddd4a8,2
1.2.826.0.1.3680043.8.498.54689086194769265957947122616025330642,663a639089885c83709bdf2743a25e92,0
1.2.826.0.1.3680043.8.498.54693572065777563403567480644050627025,73d4f2247c79881028253a7c708306cf,3
1.2.826.0.1.3680043.8.498.54699196872730350880681018674893216245,8709f7d8febc9b42e36815a0d72d287c,0
1.2.826.0.1.3680043.8.498.54711709751232783991855540573189433446,bbd82f0176665de8fe41b2d799cc2c68,3
1.2.826.0.1.3680043.8.498.54755249425443469939742671497042113665,b5fe63999763978e92b885fcfd0c3890,4
1.2.826.0.1.3680043.8.498.54761306437713414745748829128854749469,32277e38a0bf442e9fdbee80c592f0fe,3
1.2.826.0.1.3680043.8.498.54792838438079861454532183998999249213,1d7ed38be7d37ca359df595a5446add9,3
1.2.826.0.1.3680043.8.498.54833384793167149128371137537527194757,deedbdabc375562b2b519d84e7551cb3,1
1.2.826.0.1.3680043.8.498.54866613282412053616997257524944654864,a49ba7ad145cc9185efb89beb14dba10,2
1.2.826.0.1.3680043.8.498.54977581323931277817074741182670080450,b5cbacad4c0f164d545083c030ab988e,1
1.2.826.0.1.3680043.8.498.55008913229055942530957507434366806883,90af80dffce92585ef734cc22af11382,0
1.2.826.0.1.3680043.8.498.55015061060346597564205577461227720715,3c3b8ff763cdcf1cad6fc95fb506450e,0
1.2.826.0.1.3680043.8.498.55022631713888448062201243978634363406,3017154593e9539df0fc01cf5c6ff2e6,4
1.2.826.0.1.3680043.8.498.55061039227197546099231336400032878562,9da1af40f385dc5421d668a1154f890a,2
1.2.826.0.1.3680043.8.498.55065105486648830377200570585789726800,e2e111f216f094536950c6a40284a19c,4
1.2.826.0.1.3680043.8.498.55067956175569778132589128971795053431,4aee4780dca4a03a8cea5639aee3d5d7,2
1.2.826.0.1.3680043.8.498.55105303802677863700162285680213496441,4184af2550019b3f82d923fa68198979,3
1.2.826.0.1.3680043.8.498.55183153701332792661581741475876132309,132ff2a3a989682a0ee9980e7ec93185,2
1.2.826.0.1.3680043.8.498.55202459816190607876303419067810637245,cf57a13686e00536deff70011f4b28b9,0
1.2.826.0.1.3680043.8.498.55300053252365037422745072128951402593,ea3d5e63bdbae5b5ac7f1743241c9796,1
1.2.826.0.1.3680043.8.498.55332521421041708438748125666498042763,f3ff94624829ffc28bdae261d5739d97,4
1.2.826.0.1.3680043.8.498.55344075316305815718253234447285669886,33d8b25880083330ad0fd4c910c7a208,0
1.2.826.0.1.3680043.8.498.55344353927048912237233441917779875587,be08e1782fd017a03337bc4389f60e8c,3
1.2.826.0.1.3680043.8.498.55346033326903331672579723063380636237,3cc8d3f66778032653dbfa889a0da5f7,2
1.2.826.0.1.3680043.8.498.55397602116058381866334455456729470963,86c5e22bd309f5551c3fb5943dc2c95d,0
1.2.826.0.1.3680043.8.498.55415479446253262335685494509470808516,965bb2e4d86398a2aa5bfcfb3123f815,1
1.2.826.0.1.3680043.8.498.55461938012492393262172182405932212246,2c1c87a0ff6f4049bf19f58949b2077a,3
1.2.826.0.1.3680043.8.498.55583505147281684100202399148099429721,d237eb6c9974675253e3b9f109b0a1c6,0
1.2.826.0.1.3680043.8.498.55586358833903787781826406120068237870,f6dcc95c59fb525aab8284d1eb193360,2
1.2.826.0.1.3680043.8.498.55653770127824574123236841437998533498,cae4200cab318c1507071ff1ee37a835,3
1.2.826.0.1.3680043.8.498.55687452977471862155042703116192295932,5ac1da9052ff65d279d0aeba91be081e,0
1.2.826.0.1.3680043.8.498.55700532609077428304194916132759352518,24b48f134ee24264ab95ec7fb4928015,1
1.2.826.0.1.3680043.8.498.55713753582074871470943388423906540792,6799ded93cc4d864ad587b912e827744,4
1.2.826.0.1.3680043.8.498.55729193057949125029301812320609764642,7998ec7bff114e13d895bc6391417052,4
1.2.826.0.1.3680043.8.498.55771181380353653474896884649540028856,41c0fafadb425d88d15a62010759740d,2
1.2.826.0.1.3680043.8.498.55808772152667135571939417929724526296,a4dfac49529a87fc874ae0a749e69e1d,4
1.2.826.0.1.3680043.8.498.55850385284038070407841702672827533728,2200d391bf97b8bd6f2bdb780dd0ca28,1
1.2.826.0.1.3680043.8.498.55856308312040330141050707531982127791,09e69ff99ddf638677d075111407878b,3
1.2.826.0.1.3680043.8.498.55861544093014499478739864837675161978,72f700a869d304117e0be6354f0bea9a,2
1.2.826.0.1.3680043.8.498.55887747667305814945719986974538814207,a4e667b8d1b497d23ca4dff876d90a88,4
1.2.826.0.1.3680043.8.498.55927741980493661714408715886641034285,6f28a60ad61f33b588b1cc6b5242cbc1,3
1.2.826.0.1.3680043.8.498.55930031395651221279170435293900769500,71e51737508664c36044602812a18bd9,1
1.2.826.0.1.3680043.8.498.55971152627433130850649668964887611410,d32f81df033732e1eb7ef5fbc62780c9,0
1.2.826.0.1.3680043.8.498.55971241672517044174019654998425819738,4ae262122384222c8aa38ef6b9a2f39a,1
1.2.826.0.1.3680043.8.498.55991293001848799160041967098772087659,f8f9b3c2af0137fe053e39c60ae0f09d,1
1.2.826.0.1.3680043.8.498.56016606949603829995818303105991224499,3dc4f0991833ddbab95c7101183aab31,1
1.2.826.0.1.3680043.8.498.56045687004558569005240775213510192805,21f769d94d986a66903d269dc2237069,3
1.2.826.0.1.3680043.8.498.56054334296747411394367010227992359191,36e6b19b97fd9b47527a6abfa32a4013,2
1.2.826.0.1.3680043.8.498.56061505201159269536816810086342635391,536b76897a291c8cd4e899eddad3abeb,2
1.2.826.0.1.3680043.8.498.56091473614612257999053529249190958828,77d71e8f4c3a005bd8fa7f7149f7ef07,2
1.2.826.0.1.3680043.8.498.56146582420561901778012523946835033628,74154b6f0b1b0a69d5fd7d5d6304bd36,1
1.2.826.0.1.3680043.8.498.56156923369480999484275191793049573490,3f62006337fc42d9cf942f693ef0b132,4
1.2.826.0.1.3680043.8.498.56170570792418244380186761574367557535,45525b5fedb20cf99dd7518dc95a2114,1
1.2.826.0.1.3680043.8.498.56188634971310070481285525830793231849,6c24c7a24c549ca711142080b1096656,4
1.2.826.0.1.3680043.8.498.56216873861595017403772627709751840588,92819dae6f7282f9280e185c92daefed,2
1.2.826.0.1.3680043.8.498.56266280744044680626884459696038109616,8f698001acdb1a70fc76c468aa0fe119,2
1.2.826.0.1.3680043.8.498.56269695574661037525483516531194514456,2afcc6ff83a80af270c876e058bbba04,3
1.2.826.0.1.3680043.8.498.56305445410093481072159375249067050124,8beceb930b75629f525403f194e7187c,2
1.2.826.0.1.3680043.8.498.56385473079196655120993854770623075553,07bb5830176d3c6c7dfbdb2c0b281381,4
1.2.826.0.1.3680043.8.498.56428314239264997930645427543149285770,c2ed5a727eba9aa7af69e62220b9d71f,1
1.2.826.0.1.3680043.8.498.56474364950531483257947155855279443851,f4d204a652ae0c6ea28a14a60f6f274f,0
1.2.826.0.1.3680043.8.498.56497268548664917337130798701015887461,1f64097865a52b136ccc279f5f6b29b9,4
1.2.826.0.1.3680043.8.498.56506415277488978301157490514745400410,76c60d6feab3897c1837cc9e480a684c,0
1.2.826.0.1.3680043.8.498.56512564464301544960446419143135447363,15436c20fc6601d3c1d1c699ce6ea0c2,4
1.2.826.0.1.3680043.8.498.56513276339820682030546599321915304265,44d21f8df08ed3ef9297864746c3af8d,4
1.2.826.0.1.3680043.8.498.56564801707939049324472369774251260607,670ccfb0ba85e475e847440084c8c0a4,2
1.2.826.0.1.3680043.8.498.56575942633137496743464648679775042979,cd3879ee2291727a387c1ac934680984,2
1.2.826.0.1.3680043.8.498.56628956454784173189908113425348977923,f6a0a023742b3ff5caad96f4c592d7f3,1
1.2.826.0.1.3680043.8.498.56686055146646210144964207684044815006,88896239c50408c6afb025f047efc46a,1
1.2.826.0.1.3680043.8.498.56715311294415711253166312546942356882,62a636f5726ef008e8bdb828cb7cfe6f,3
1.2.826.0.1.3680043.8.498.56751453017492477106384704540803963879,91f088cc9e50dcdf4382796067afe5f2,3
1.2.826.0.1.3680043.8.498.56762592839620371588520593573846414860,c898a5eca4e6c542dbe4102b40faf6b7,1
1.2.826.0.1.3680043.8.498.56786556618312090924315296993756843070,ddf5eb84a7d2ea4c64ef8d61f66dfea9,4
1.2.826.0.1.3680043.8.498.56796622077427019119540733986070534126,f4159b311ab1d4df325a2ff7c441f816,0
1.2.826.0.1.3680043.8.498.56798070549054124854685511360777559033,2f11d29fe266b89f0e3b55ab51ad678c,0
1.2.826.0.1.3680043.8.498.56814987912934301686833132930648230999,d14651a94eb6a8b1ed64a1a0b5bdccc1,4
1.2.826.0.1.3680043.8.498.56839374698050163738039760889156066445,645c46bdeca6d9331d660aae03d3b7bd,4
1.2.826.0.1.3680043.8.498.56880070152758706555016296832842012883,45b61edfbb9ce7cc5684f080448f0662,3
1.2.826.0.1.3680043.8.498.56882015310689536014061315110969323429,68064f9fb9e33bb31e00794d0f15c707,4
1.2.826.0.1.3680043.8.498.56893426177755960410197244250599230068,ca28e35e4e1e26d3444529f09a88b6b0,2
1.2.826.0.1.3680043.8.498.56894990686683651282564584582335346350,af1b4ead5b086e73696e44ac71e85ab5,2
1.2.826.0.1.3680043.8.498.56915079210789596803972894081756325026,fec357914700f62182574fdc3aa93e83,4
1.2.826.0.1.3680043.8.498.56939860329243258146102948466697018543,60d7bf332eef09c45316fdae32d2510f,3
1.2.826.0.1.3680043.8.498.56945039212126810522718038626526579591,7d1a862bb4f5faf438a56d7ed69f3f44,3
1.2.826.0.1.3680043.8.498.56989113744241846544086409786820246754,1dc7bab52be67cb19a86677d6b2df1e2,0
1.2.826.0.1.3680043.8.498.56991590802231436015843619633497607680,1eee2ceb7266962b2dc5404d9861e393,3
1.2.826.0.1.3680043.8.498.56993108275828399240508695615212151102,61c667c58280089bc3b9561010958f7c,2
1.2.826.0.1.3680043.8.498.56995522547527264862064392266001620445,87edc80acb2ab13d1ceaadac49f75490,2
1.2.826.0.1.3680043.8.498.57064618560116981041722203028857007300,3e81477c5ebb5720b5c72ce726713669,1
1.2.826.0.1.3680043.8.498.57074072196714325300896734167161517369,862d31862a97c93361a028b8ffeb734e,0
1.2.826.0.1.3680043.8.498.57084445429567494093960261980941917499,a0d2fb9b9f484b344ea6ec80513968dd,0
1.2.826.0.1.3680043.8.498.57091203959244495164081406481825915856,e5b983f7be836a902c8b2241c41bb531,3
1.2.826.0.1.3680043.8.498.57160448024145680660335079050450776852,27ffe9b2ce2d265b57db898f8862e95f,0
1.2.826.0.1.3680043.8.498.57239450717434070615919278253974598533,cb5bd24d79c4a484874635e584fa0425,2
1.2.826.0.1.3680043.8.498.57316522861709598765962486949846744486,6f46c3042840103544a25b0e8f33a816,0
1.2.826.0.1.3680043.8.498.57342523828166309133982222435655662667,6d21134780645d1ddbfaf5eb41611a92,2
1.2.826.0.1.3680043.8.498.57348281565196196401055821640494904475,1274681a383b75dae18193eaf090e597,2
1.2.826.0.1.3680043.8.498.57406640473235989459885313797729459197,edd6244618e02437b313617329854b58,1
1.2.826.0.1.3680043.8.498.57491375928585600499323136123872536597,be80e28b6de1ca2db297abe12e027f44,1
1.2.826.0.1.3680043.8.498.57537915810250993237120953960404180449,262c983e5e6727eef636b3971bf00616,3
1.2.826.0.1.3680043.8.498.57615268093937994500995086275007694564,751581d37e3d0194fc0c9ddf7bc6bcea,2
1.2.826.0.1.3680043.8.498.57703608122587911055931213603182679454,584750822513fdb9e41ae6b3cbb6714c,4
1.2.826.0.1.3680043.8.498.57768539239475064336346600805236336044,df8612a3ada79647c10c9e750b882dcf,1
1.2.826.0.1.3680043.8.498.57775389384191131322519457853517177210,73e0af06c3a10c48388083dd6fe6ae1d,0
1.2.826.0.1.3680043.8.498.57789603189240866041812385320399435864,d3dc0450a295b1351c32aac1cd2537bc,2
1.2.826.0.1.3680043.8.498.57802887045514681373294932749517914959,2b7224e98672584c5123ff284025759c,4
1.2.826.0.1.3680043.8.498.57811199787891897795884073594875380873,1345d6da0b81b4307ea6d27ee1568ed3,0
1.2.826.0.1.3680043.8.498.57829173797358025677240411871600928097,ba9deb3bddaecc38da102dd3c140dfa7,2
1.2.826.0.1.3680043.8.498.57836524675365700674244122764523161699,7f92cc764f680b5178900048868b54ff,2
1.2.826.0.1.3680043.8.498.57845032486422442404222046144765204905,0a329a075589caa008b02ee8e554fef3,2
1.2.826.0.1.3680043.8.498.57859543314667538612269642333387175763,bec87890b47958d4ce09f1182caea7ac,4
1.2.826.0.1.3680043.8.498.57882532838957577543516026386452055977,c4693d32ea3858b671c4eceae260ae69,2
1.2.826.0.1.3680043.8.498.57917634151851433037090858498504057826,02ae9c3fc5ac40ba35acb0de1ae36647,3
1.2.826.0.1.3680043.8.498.57951268100539350409054562078476694936,c171e3fb38fa419740dac81d2d2802ff,2
